index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4865	4865	4865	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with any toys is hairy.	Every alien who did not play with toy cars is hairy.						neutral
4866	4866	4866	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drive any cars is hairy.	Every alien who did not drive suvs is hairy.						neutral
4867	4867	4867	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink any coke is hairy.	Every alien who did not drink soda is hairy.						entailment
4868	4868	4868	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not watch any baseball matches is hairy.	Every alien who did not watch sports matches is hairy.						entailment
4869	4869	4869	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with any toy cars is hairy.	Every alien who did not play with toys is hairy.						entailment
4870	4870	4870	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drive any suvs is hairy.	Every alien who did not drive cars is hairy.						entailment
4871	4871	4871	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating meat.	No alien died without eating pork.						neutral
4872	4872	4872	paper:upward_monotone:reverse:lexical_knowledge					No alien died without reading books.	No alien died without reading sci-fi novels.						neutral
4873	4873	4873	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing birds.	No alien died without seeing doves.						neutral
4874	4874	4874	paper:upward_monotone:reverse					No alien died without throwing balls.	No alien died without throwing tennis balls.						neutral
4875	4875	4875	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating pork.	No alien died without eating meat.						entailment
4876	4876	4876	paper:upward_monotone:reverse:lexical_knowledge					No alien died without reading sci-fi novels.	No alien died without reading books.						entailment
4877	4877	4877	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing doves.	No alien died without seeing birds.						entailment
4878	4878	4878	paper:upward_monotone:reverse					No alien died without throwing tennis balls.	No alien died without throwing balls.						entailment
4879	4879	4879	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not eat meat is hairy.	Every alien who did not eat pork is hairy.						neutral
4880	4880	4880	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not read books is hairy.	Every alien who did not read sci-fi novels is hairy.						neutral
4881	4881	4881	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not see birds is hairy.	Every alien who did not see doves is hairy.						neutral
4882	4882	4882	paper:upward_monotone:reverse					Every alien who did not throw balls is hairy.	Every alien who did not throw tennis balls is hairy.						neutral
4883	4883	4883	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not eat pork is hairy.	Every alien who did not eat meat is hairy.						entailment
4884	4884	4884	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not read sci-fi novels is hairy.	Every alien who did not read books is hairy.						entailment
4885	4885	4885	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not see doves is hairy.	Every alien who did not see birds is hairy.						entailment
4886	4886	4886	paper:upward_monotone:reverse					Every alien who did not throw tennis balls is hairy.	Every alien who did not throw balls is hairy.						entailment
4887	4887	4887	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating some meat.	No alien died without eating pork.						neutral
4888	4888	4888	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating some pork.	No alien died without eating meat.						entailment
4889	4889	4889	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching some sports matches.	No alien died without watching baseball matches.						neutral
4890	4890	4890	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching some baseball matches.	No alien died without watching sports matches.						entailment
4891	4891	4891	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing some birds.	No alien died without seeing doves.						neutral
4892	4892	4892	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing some doves.	No alien died without seeing birds.						entailment
4893	4893	4893	paper:upward_monotone:reverse					Every alien who did not eat at restaurants is hairy.	Every alien who did not eat at Mexican restaurants is hairy.						neutral
4894	4894	4894	paper:upward_monotone:reverse					Every alien who did not eat at Mexican restaurants is hairy.	Every alien who did not eat at restaurants is hairy.						entailment
4895	4895	4895	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with toys is hairy.	Every alien who did not play with toy cars is hairy.						neutral
4896	4896	4896	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with toy cars is hairy.	Every alien who did not play with toys is hairy.						entailment
4897	4897	4897	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use coins is hairy.	Every alien who did not use quarters is hairy.						neutral
4898	4898	4898	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use quarters is hairy.	Every alien who did not use coins is hairy.						entailment
4899	4899	4899	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink soda is hairy.	Every alien who did not drink coke is hairy.						neutral
4900	4900	4900	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink coke is hairy.	Every alien who did not drink soda is hairy.						entailment
4901	4901	4901	paper:downward_monotone:lexical_knowledge					The red alien did not eat any pork.	The red alien did not eat meat.						neutral
4902	4902	4902	paper:downward_monotone:lexical_knowledge					The red alien did not watch any baseball matches.	The red alien did not watch sports matches.						neutral
4903	4903	4903	paper:downward_monotone:lexical_knowledge					The red alien did not see any doves.	The red alien did not see birds.						neutral
4904	4904	4904	paper:downward_monotone					The red alien did not eat at any Mexican restaurants.	The red alien did not eat at restaurants.						neutral
4905	4905	4905	paper:downward_monotone:lexical_knowledge					The red alien did not play with any toy cars.	The red alien did not play with toys.						neutral
4906	4906	4906	paper:downward_monotone:lexical_knowledge					The red alien did not use any quarters.	The red alien did not use coins.						neutral
4907	4907	4907	paper:downward_monotone:lexical_knowledge					The red alien did not buy any clothes.	The red alien did not buy shirts.						entailment
4908	4908	4908	paper:downward_monotone:lexical_knowledge					No alien bought any clothes.	No alien bought shirts.						entailment
4909	4909	4909	paper:downward_monotone:lexical_knowledge					The red alien did not buy any shirts.	The red alien did not buy clothes.						neutral
4910	4910	4910	paper:downward_monotone:lexical_knowledge					No alien bought any shirts.	No alien bought clothes.						neutral
4911	4911	4911	paper:downward_monotone					No alien threw any balls.	No alien threw tennis balls.						entailment
4912	4912	4912	paper:downward_monotone					The red alien did not throw any tennis balls.	The red alien did not throw balls.						neutral
4913	4913	4913	paper:downward_monotone					No alien threw any tennis balls.	No alien threw balls.						neutral
4914	4914	4914	paper:downward_monotone:lexical_knowledge					The red alien did not drink any coke.	The red alien did not drink soda.						neutral
4915	4915	4915	paper:downward_monotone					The red alien did not read any magazines.	The red alien did not read news magazines.						entailment
4916	4916	4916	paper:downward_monotone					No alien read any magazines.	No alien read news magazines.						entailment
4917	4917	4917	paper:downward_monotone					The red alien did not read any news magazines.	The red alien did not read magazines.						neutral
4918	4918	4918	paper:downward_monotone					No alien read any news magazines.	No alien read magazines.						neutral
4919	4919	4919	paper:non_monotone:lexical_knowledge					Exactly 12 aliens bought any clothes.	Exactly 12 aliens bought shirts.						neutral
4920	4920	4920	paper:non_monotone:lexical_knowledge					Exactly 12 aliens bought any shirts.	Exactly 12 aliens bought clothes.						neutral
4921	4921	4921	paper:non_monotone					Exactly 12 aliens threw any balls.	Exactly 12 aliens threw tennis balls.						neutral
4922	4922	4922	paper:non_monotone					Exactly 12 aliens threw any tennis balls.	Exactly 12 aliens threw balls.						neutral
4923	4923	4923	paper:non_monotone					Exactly 12 aliens read any magazines.	Exactly 12 aliens read news magazines.						neutral
4924	4924	4924	paper:non_monotone					Exactly 12 aliens read any news magazines.	Exactly 12 aliens read magazines.						neutral
4925	4925	4925	paper:upward_monotone:lexical_knowledge					The red alien ate some meat.	The red alien ate pork.						neutral
4926	4926	4926	paper:upward_monotone:lexical_knowledge					Every alien ate some meat.	Every alien ate pork.						neutral
4927	4927	4927	paper:upward_monotone:lexical_knowledge					The red alien ate some pork.	The red alien ate meat.						entailment
4928	4928	4928	paper:upward_monotone:lexical_knowledge					Every alien ate some pork.	Every alien ate meat.						entailment
4929	4929	4929	paper:upward_monotone:lexical_knowledge					The red alien watched some sports matches.	The red alien watched baseball matches.						neutral
4930	4930	4930	paper:upward_monotone:lexical_knowledge					Every alien watched some sports matches.	Every alien watched baseball matches.						neutral
4931	4931	4931	paper:upward_monotone:lexical_knowledge					The red alien watched some baseball matches.	The red alien watched sports matches.						entailment
4932	4932	4932	paper:upward_monotone:lexical_knowledge					Every alien watched some baseball matches.	Every alien watched sports matches.						entailment
4933	4933	4933	paper:upward_monotone:lexical_knowledge					The red alien saw some birds.	The red alien saw doves.						neutral
4934	4934	4934	paper:upward_monotone:lexical_knowledge					Every alien saw some birds.	Every alien saw doves.						neutral
4935	4935	4935	paper:upward_monotone:lexical_knowledge					The red alien saw some doves.	The red alien saw birds.						entailment
