Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
8471	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	AeBBnA	AeBBnA
8472	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair	AnBBcA	AcBBcA
8478	A young man on a bmx bicycle is jumping off a masonry pyramid	A young man on a bmx bicycle is jumping off a pyramid	AeBBnA	AeBBnA
8479	A young man on a bmx bicycle is jumping on a masonry pyramid	A young man on a bmx bicycle is jumping off a masonry pyramid	AeBBnA	AnBBnA
8480	A man on a bike is jumping on a pyramid-shaped ramp	A bicyclist is jumping on a pyramid-shaped ramp	AeBBnA	AeBBnA
8481	There is no bicyclist jumping on a pyramid-shaped ramp	A bicyclist is jumping on a pyramid-shaped ramp	AcBBcA	AcBBcA
8484	A young man on a bmx bicycle is jumping off a pyramid	A bicyclist is jumping on a pyramid-shaped ramp	AeBBnA	AeBBnA
8485	A young man on a bmx bicycle is jumping on a masonry pyramid	A bicyclist is jumping on a pyramid-shaped ramp	AeBBnA	AeBBnA
8486	A bicyclist is jumping on a pyramid-shaped ramp	A young man on a bmx bicycle is jumping off a masonry pyramid	AeBBnA	AnBBnA
8487	A shirtless man is playing football on a lawn	A shirtless man is playing football on a field	AnBBnA	AeBBnA
8490	A man with a shirt is holding a football	A man with no shirt is holding a football	AnBBnA	AcBBcA
8496	The man is going into the lake	The man is going into the water	AeBBnA	AeBBnA
8497	The man is going into the water	The man is not going into the water	AcBBcA	AcBBcA
8498	The person is going into the sea	The person is going into the water	AeBBnA	AeBBnA
8499	The person is going into the water	The person is not going into the water	AcBBcA	AcBBcA
8502	The man is going into the lake	The person is going into the water	AeBBnA	AeBBnA
8504	The man is going into the water	The person is going into the water	AeBBnA	AeBBnA
8508	Two women dressed in white and black are sitting on a bench	Two men dressed in white and black are sitting on a bench	AnBBnA	AcBBcA
8514	Five people are standing in the grass with three dogs	Five people are standing in the grass with some dogs	AeBBnA	AeBBnA
8515	Five people are standing in the grass with no dogs	Five people are standing in the grass with three dogs	AcBBcA	AcBBcA
8520	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with some dogs	AeBBnA	AeBBnA
8522	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with three dogs	AeBBnA	AeBBnA
8524	An old woman is carrying a lot of colorful scarves on the beach	A young woman is carrying a lot of colorful scarves on the beach	AnBBnA	AcBBcA
8532	A light brown dog is running in the water	A light brown dog is sprinting in the water	AeBBeA	AnBBeA
8541	The child is splashing water in a small blue pool	The child is splashing water in a pool	AeBBnA	AeBBnA
8543	A baby is splashing inside a blue paddling pool	A toddler is making a splash inside a blue paddling pool	AeBBnA	AeBBnA
8544	A toddler is making a splash outside a blue paddling pool	A toddler is making a splash inside a blue paddling pool	AcBBcA	AcBBcA
8547	A toddler is making a splash inside a blue paddling pool	The child is splashing water in a pool	AeBBnA	AeBBnA
8549	A toddler is making a splash inside a blue paddling pool	The child is splashing water in a small blue pool	AeBBnA	AeBBnA
8550	A grey silky dog is sleeping in the grass and a brown dog is looking on	A grey silky dog is lying in the grass and a brown dog is looking on	AeBBnA	AeBBnA
8552	The brown dog is spotting a black dog lying in the dry field	The brown dog is spotting a black dog lying in the dry grass	AeBBnA	AeBBnA
8559	A man is standing on a dirt hill next to a black jeep	A man is standing on a dirt hill next to a black car	AeBBnA	AeBBnA
8560	A man is standing on a black jeep on a dirt hill	A man is standing on a dirt hill next to a black jeep	AeBBnA	AnBBnA
8561	A man in a hat is standing outside of a green jeep	A man in a hat is standing outside of a green vehicle	AeBBnA	AeBBnA
8568	A black dog and a small white and black dog are looking up at a kitchen countertop	Two dogs are looking up at a kitchen countertop	AeBBnA	AeBBnA
8570	A large dog and a small dog are standing next to the kitchen counter and are sniffing	A large dog and a small dog are standing next to the kitchen counter and are investigating	AeBBnA	AeBBnA
8576	A black dog and a small white and black dog are looking up at a kitchen countertop	A large dog and a small dog are standing next to the kitchen counter and are investigating	AeBBnA	AeBBnA
8581	A tan dog which is dirty is rolling in the dirt and looking right at the camera	A dog is rolling on the ground	AeBBnA	AeBBnA
8583	A dirty tan dog is rolling in the dirt and looking right at the camera	A dog is playing on the ground	AeBBnA	AeBBnA
8585	A dirty tan dog is rolling in the dirt and looking right at the camera	A dog is rolling on the ground	AeBBnA	AeBBnA
8587	An Arabic man isn't wearing a white hat	An Arabic man is wearing a white hat	AcBBcA	AcBBcA
8588	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	A man with a white hat and brown shirt is behind a woman in red and is looking to the side	AeBBnA	AeBBnA
8589	A man with a white hat and brown shirt is behind a woman in red and is looking to the right	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	AnBBcA	AcBBcA
8595	Little boys are playing in a water fountain in front of lots of people	Little kids are playing in a water fountain in front of lots of people	AeBBnA	AeBBnA
8597	Children are playing in a fountain that is spraying water from the ground	Children are playing in ground fountains	AeBBnA	AeBBnA
8602	Little kids are playing in a water fountain in front of few people	Children are playing in a fountain that is spraying water from the ground	AeBBnA	AnBBnA
8604	A man on a yellow dirt bike is taking a jump	A person on a yellow dirt bike is taking a jump	AeBBnA	AeBBnA
8607	A cyclist on a yellow bike is airborne	There is no cyclist on a yellow bike airborne	AcBBcA	AcBBcA
8608	A person on a yellow bike is airborne	A person on a yellow dirt bike is taking a jump	AeBBnA	AeBBnA
8610	A man on a yellow dirt bike is taking a jump	A cyclist on a yellow bike is airborne	AeBBnA	AeBBnA
8611	A person on a yellow clean bike is taking a jump	A cyclist on a yellow bike is airborne	AeBBnA	AeBBnA
8614	A man is wearing a beret and is riding the bicycle on a recreation trail	A woman is wearing a beret and is riding the bicycle on a recreation trail	AnBBnA	AcBBcA
8616	An old man with a grey beard is not riding a bike	An old man with a grey beard is riding a bike	AcBBcA	AcBBcA
8624	People are sitting against a wall	People are sitting near a wall	AeBBnA	AeBBnA
8631	A man is rock climbing and a city and a bay are in the background	A person is rock climbing and a city and a bay are in the background	AeBBnA	AeBBnA
8632	A man is not rock climbing and a city and a bay are in the background	A man is rock climbing and a city and a bay are in the background	AcBBcA	AcBBcA
8641	A little girl in a pink shirt is playing t-ball and taking a swing	A little boy in a pink shirt is playing t-ball and taking a swing	AnBBnA	AcBBcA
8642	A little girl is hitting a baseball off a tee	A little girl is hitting a ball off a tee	AeBBnA	AeBBnA
8652	A group of people is gathering at a stand at the fair	No group of people is gathering at a stand at the fair	AcBBcA	AcBBcA
8659	A group of people is gathering at a stand at the fair	The people are standing at a carnival	AeBBnA	AeBBnA
8660	A group of rollerbladers is lining up on the street	A group of rollerbladers is lining up on the road	AeBBeA	AeBBnA
8663	Rollerbladers are rolling in formation down a hill	Rollerbladers are not rolling in formation down a hill	AcBBcA	AcBBcA
8669	A woman is marching with a pair of dogs	A woman is walking with a pair of dogs	AeBBnA	AeBBnA
8672	A woman is showing a dog with very short hair at a dog show	A woman is showing a dog with very long hair at a dog show	AcBBcA	AcBBcA
8679	A skateboarder is making a jump off a ramp	No skateboarder is making a jump off a ramp	AcBBcA	AcBBcA
8680	A man dressed in black is wearing inline skates and performing acrobatics on a rail	A man dressed in black is wearing inline skates and performing a trick on a rail	AeBBnA	AeBBnA
8681	A man dressed in black is wearing inline skates and performing a trick on a rail	A woman dressed in black is wearing inline skates and performing a trick on a rail	AnBBnA	AcBBcA
8687	Three children are running down hill	Three kids are running down hill	AeBBeA	AeBBeA
8688	Three children are running down hill	Three children are running up hill	AcBBcA	AcBBcA
8690	Three children are running up a grassy hillside	Three children are running down a grassy hillside	AnBBcA	AcBBcA
8691	Three children are running down a hillside covered by grass	Three children are running down hill	AeBBnA	AeBBnA
8693	Three children are running down a grassy hillside	Three kids are running down hill	AeBBnA	AeBBnA
8695	Three children are running down a grassy hillside	Three children are running down hill	AeBBnA	AeBBnA
8696	A black and orange bird is standing on the lawn	A black and orange bird is standing in the grass	AeBBnA	AeBBnA
8697	A black and orange bird is standing in the grass	A black and orange bird is not standing in the grass	AcBBcA	AcBBcA
8698	The black bird with a yellow beak is standing in the green grass	A black bird with a yellow beak is standing in the green grass	AeBBeA	AeBBeA
8699	A white bird with a yellow beak is standing in the green grass	A black bird with a yellow beak is standing in the green grass	AcBBnA	AcBBcA
8705	A shirtless man is posing with a girl who is hiking in a park	A shirtless person is posing with a girl who is hiking in a park	AeBBeA	AeBBnA
8706	A shirtless man is posing with a girl who is hiking in a park	A shirtless woman is posing with a girl who is hiking in a park	AnBBnA	AcBBcA
8707	A man without a shirt is posing with the arms spread next to a woman	A man without a shirt is posing with the arms spread near a woman	AeBBnA	AeBBnA
8709	A shirtless man is posing with a girl who is hiking in a park	A man without a shirt is posing with the arms spread near a woman	AeBBnA	AnBBnA
8714	Two white dogs are quickly running together	Two white dogs are running together	AeBBnA	AeBBnA
8715	Two white dogs are not running together	Two white dogs are running together	AcBBcA	AcBBcA
8716	Two white puppies are playing near a pool	Two white puppies are playing near water	AeBBnA	AeBBnA
8717	Two black puppies are playing near a pool	Two white puppies are playing near a pool	AnBBnA	AcBBcA
8723	A group of people are standing around a sound mixing table	A group of people are standing around a sound mixing console	AeBBeA	AnBBeA
8724	A group of people are not standing around a sound mixing table	A group of people are standing around a sound mixing table	AcBBcA	AcBBcA
8726	A group of people are not looking at sound equipment	A group of people are looking at sound equipment	AcBBcA	AcBBcA
8727	A group of people are standing around a sound mixing table	Some people is looking at sound equipment	AeBBnA	AnBBnA
8729	A group of people are looking at sound equipment	A group of people are standing around a sound mixing console	AeBBnA	AnBBnA
8732	A young couple is sleeping in bed	A young couple is lying in bed	AeBBnA	AeBBnA
8733	A young couple is lying in bed	A young couple is not lying in bed	AcBBcA	AcBBcA
