	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
4938	silver/p77/d2697	and	conjunction	entailment				He had gone there to help garbage workers strike peacefully for better pay and working conditions .	He had gone there to help garbage workers strike peacefully for better pay
4939	silver/p77/d2697	and	conjunction	neutral				He had gone there to help garbage workers strike peacefully for better pay	He had gone there to help garbage workers strike peacefully for better pay and working conditions .
4940	silver/p77/d2710	and	conjunction	entailment				They serve every day fresh fish and lobster , which they get weekly by plane from Norway .	They serve every day fresh fish
4941	silver/p77/d2710	and	conjunction	neutral				They serve every day fresh fish	They serve every day fresh fish and lobster , which they get weekly by plane from Norway .
4942	silver/p77/d2736	and	conjunction	entailment				The tree thrusts its branches far and wide .	The tree thrusts its branches far
4943	silver/p77/d2736	and	conjunction	neutral				The tree thrusts its branches far	The tree thrusts its branches far and wide .
4944	silver/p77/d2762	and	conjunction	entailment				You stole my bike , and now I 'm going to break your face .	You stole my bike ,
4945	silver/p77/d2762	and	conjunction	neutral				You stole my bike ,	You stole my bike , and now I 'm going to break your face .
4946	silver/p77/d2773	and	conjunction	entailment				Tom leaned down and picked up a rock .	Tom leaned down
4947	silver/p77/d2773	and	conjunction	neutral				Tom leaned down	Tom leaned down and picked up a rock .
4948	silver/p77/d2867	and	conjunction	entailment				Pat~Schroeder said that you ca n't wring your hands and roll up your sleeves at the same time .	Pat~Schroeder said that you ca n't wring your hands
4949	silver/p77/d2867	and	conjunction	neutral				Pat~Schroeder said that you ca n't wring your hands	Pat~Schroeder said that you ca n't wring your hands and roll up your sleeves at the same time .
4950	silver/p77/d2995	and	conjunction	entailment				He had few friends and little money .	He had few friends
4951	silver/p77/d2995	and	conjunction	neutral				He had few friends	He had few friends and little money .
4952	silver/p77/d3277	and	conjunction	entailment				The main islands of Japan are Hokkaido , Shikoku , Honshu and Kyushu .	The main islands of Japan are Hokkaido , Shikoku , Honshu
4953	silver/p77/d3277	and	conjunction	neutral				The main islands of Japan are Hokkaido , Shikoku , Honshu	The main islands of Japan are Hokkaido , Shikoku , Honshu and Kyushu .
4954	silver/p77/d3401	and	conjunction	entailment				She was different from most women in the neighborhood , for she was able to read and write .	She was different from most women in the neighborhood , for she was able to read
4955	silver/p77/d3401	and	conjunction	neutral				She was different from most women in the neighborhood , for she was able to read	She was different from most women in the neighborhood , for she was able to read and write .
4956	silver/p77/d3492	and	conjunction	entailment				If there are two in a room and three go out , one must go in , so that none is in the room .	If there are two in a room
4957	silver/p77/d3492	and	conjunction	neutral				If there are two in a room	If there are two in a room and three go out , one must go in , so that none is in the room .
4958	silver/p77/d3556	and	conjunction	entailment				I 'm busy right now and ca n't play with you .	I 'm busy right now
4959	silver/p77/d3556	and	conjunction	neutral				I 'm busy right now	I 'm busy right now and ca n't play with you .
4960	silver/p78/d0703	and	conjunction	entailment				A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath and migrating to Perth with their first two children in 1987 .	A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath
4961	silver/p78/d0703	and	conjunction	neutral				A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath	A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath and migrating to Perth with their first two children in 1987 .
4962	silver/p78/d0708	and	conjunction	entailment				The Mozart segment , for instance , takes an unsentimental view of the composer 's popular success and subsequent decline , and relates it with a few swift strokes to the cultural politics of imperial Vienna .	The Mozart segment , for instance , takes an unsentimental view of the composer 's popular success
4963	silver/p78/d0708	and	conjunction	neutral				The Mozart segment , for instance , takes an unsentimental view of the composer 's popular success	The Mozart segment , for instance , takes an unsentimental view of the composer 's popular success and subsequent decline , and relates it with a few swift strokes to the cultural politics of imperial Vienna .
4964	silver/p78/d0719	and	conjunction	entailment				General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter , or $ 1.84 per share .	General Dynamics , the maker of land combat systems , warships
4965	silver/p78/d0719	and	conjunction	neutral				General Dynamics , the maker of land combat systems , warships	General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter , or $ 1.84 per share .
4966	silver/p78/d0919	and	conjunction	entailment				It was a beautiful summer , and the sky was always blue .	It was a beautiful summer ,
4967	silver/p78/d0919	and	conjunction	neutral				It was a beautiful summer ,	It was a beautiful summer , and the sky was always blue .
4968	silver/p78/d1435	and	conjunction	entailment				Tom called Mary and told her he 'd be late .	Tom called Mary
4969	silver/p78/d1435	and	conjunction	neutral				Tom called Mary	Tom called Mary and told her he 'd be late .
4970	silver/p78/d1441	and	conjunction	entailment				She shut the door and went upstairs .	She shut the door
4971	silver/p78/d1441	and	conjunction	neutral				She shut the door	She shut the door and went upstairs .
4972	silver/p78/d1713	and	conjunction	entailment				She kissed us on the cheek and wished us a good night .	She kissed us on the cheek
4973	silver/p78/d1713	and	conjunction	neutral				She kissed us on the cheek	She kissed us on the cheek and wished us a good night .
4974	silver/p78/d1740	and	conjunction	entailment				Tom stood up and then everyone else stood up , too .	Tom stood up
4975	silver/p78/d1740	and	conjunction	neutral				Tom stood up	Tom stood up and then everyone else stood up , too .
4976	silver/p78/d1769	and	conjunction	entailment				Due to his courtesy and his winning smile , Tom gets along well with both men and women .	Due to his courtesy
4977	silver/p78/d1769	and	conjunction	neutral				Due to his courtesy	Due to his courtesy and his winning smile , Tom gets along well with both men and women .
4978	silver/p78/d1776	and	conjunction	entailment				My car is broken and it 's in the shop now .	My car is broken
4979	silver/p78/d1776	and	conjunction	neutral				My car is broken	My car is broken and it 's in the shop now .
4980	silver/p78/d1791	and	conjunction	neutral				I was no longer myself and had severe depression .	I was no longer myself
4981	silver/p78/d1791	and	conjunction	entailment				I was no longer myself	I was no longer myself and had severe depression .
4982	silver/p78/d1802	and	conjunction	entailment				Fold the napkins and put one by each plate .	Fold the napkins
4983	silver/p78/d1802	and	conjunction	neutral				Fold the napkins	Fold the napkins and put one by each plate .
4984	silver/p78/d1818	and	conjunction	entailment				Tom shared the apartment with Mary and three other friends .	Tom shared the apartment with Mary
4985	silver/p78/d1818	and	conjunction	neutral				Tom shared the apartment with Mary	Tom shared the apartment with Mary and three other friends .
4986	silver/p78/d1943	and	conjunction	entailment				Please give me two hot~dogs with mustard and ketchup .	Please give me two hot~dogs with mustard
4987	silver/p78/d1943	and	conjunction	neutral				Please give me two hot~dogs with mustard	Please give me two hot~dogs with mustard and ketchup .
4988	silver/p78/d1958	and	conjunction	entailment				We love her , and she loves us , too .	We love her ,
4989	silver/p78/d1958	and	conjunction	neutral				We love her ,	We love her , and she loves us , too .
4990	silver/p78/d2129	and	conjunction	entailment				It 's better to take your time at this job than to hurry and make mistakes .	It 's better to take your time at this job than to hurry
4991	silver/p78/d2129	and	conjunction	neutral				It 's better to take your time at this job than to hurry	It 's better to take your time at this job than to hurry and make mistakes .
